# LutGenerate 2.5 - 01/27/2014 15:49:26 - #  Display ID: EA234WMi_35101890TW
# Ambient = 0.10   Max. Luminance = 232.025   Luminance Ratio = 323
#  lumResponse vers. 2.1 - 01/27/2014 14:45:07
#  iLdelay=1  avgN=1  ILlimit_plus=0.20 ILlimit_minus=-0.05  Meter=i1DisplayPro
 DV    R    G    B     target Lum+Lamb   uLR Lum+Lamb
  1:  000  000  000           0.718      0.717
  2:  002  001  001           0.761      0.763
  3:  003  002  002           0.805      0.804
  4:  004  003  003           0.850      0.849
  5:  005  004  005           0.897      0.892
  6:  005  006  005           0.946      0.947
  7:  006  007  006           0.996      0.997
  8:  007  008  007           1.047      1.052
  9:  008  009  008           1.101      1.104
 10:  009  010  009           1.156      1.159
 11:  010  011  010           1.212      1.216
 12:  011  012  011           1.270      1.278
 13:  012  013  012           1.330      1.345
 14:  014  014  014           1.392      1.390
 15:  015  015  015           1.456      1.457
 16:  016  016  015           1.521      1.522
 17:  017  017  017           1.588      1.586
 18:  018  018  018           1.657      1.658
 19:  018  019  019           1.728      1.729
 20:  019  020  019           1.800      1.810
 21:  021  020  021           1.875      1.853
 22:  022  021  022           1.952      1.943
 23:  023  022  023           2.030      2.023
 24:  024  023  024           2.111      2.098
 25:  025  024  025           2.193      2.194
 26:  025  025  026           2.278      2.278
 27:  026  026  025           2.365      2.367
 28:  026  027  026           2.454      2.454
 29:  027  028  027           2.545      2.562
 30:  029  028  029           2.638      2.618
 31:  030  029  030           2.734      2.729
 32:  030  030  031           2.831      2.834
 33:  030  031  031           2.931      2.929
 34:  031  032  031           3.034      3.042
 35:  033  033  034           3.138      3.135
 36:  035  034  035           3.245      3.249
 37:  035  035  036           3.355      3.354
 38:  036  036  035           3.466      3.472
 39:  036  037  036           3.581      3.596
 40:  038  037  038           3.698      3.673
 41:  039  038  039           3.817      3.821
 42:  039  039  039           3.939      3.933
 43:  039  040  040           4.063      4.062
 44:  040  041  040           4.191      4.207
 45:  041  042  041           4.320      4.339
 46:  043  042  043           4.453      4.412
 47:  044  043  044           4.588      4.586
 48:  044  044  044           4.727      4.719
 49:  044  045  045           4.868      4.867
 50:  045  046  045           5.012      5.028
 51:  047  046  047           5.158      5.130
 52:  048  047  047           5.308      5.306
 53:  048  048  048           5.461      5.461
 54:  048  049  048           5.617      5.611
 55:  049  050  049           5.775      5.771
 56:  052  051  052           5.937      5.942
 57:  053  052  053           6.103      6.086
 58:  054  053  054           6.271      6.270
 59:  055  054  055           6.443      6.450
 60:  055  055  055           6.617      6.612
 61:  056  056  057           6.796      6.803
 62:  057  057  058           6.977      6.970
 63:  058  058  058           7.162      7.160
 64:  059  059  060           7.351      7.349
 65:  061  060  061           7.543      7.491
 66:  062  061  062           7.739      7.710
 67:  063  062  063           7.938      7.907
 68:  063  064  063           8.141      8.178
 69:  065  064  065           8.348      8.282
 70:  066  065  066           8.558      8.542
 71:  067  066  067           8.772      8.744
 72:  068  067  068           8.991      8.936
 73:  068  069  068           9.213      9.241
 74:  070  070  069           9.439      9.451
 75:  071  071  071           9.669      9.680
 76:  071  072  072           9.903      9.908
 77:  072  073  073          10.141     10.140
 78:  073  074  073          10.384     10.393
 79:  074  075  074          10.631     10.644
 80:  075  076  075          10.882     10.935
 81:  077  076  077          11.138     11.086
 82:  078  077  078          11.398     11.397
 83:  078  079  078          11.662     11.739
 84:  080  079  080          11.931     11.869
 85:  081  080  081          12.205     12.201
 86:  081  081  082          12.483     12.479
 87:  083  082  082          12.766     12.773
 88:  084  083  083          13.054     13.062
 89:  084  084  085          13.347     13.337
 90:  085  085  085          13.645     13.638
 91:  086  086  087          13.948     13.940
 92:  087  088  087          14.256     14.289
 93:  088  089  088          14.569     14.554
 94:  089  090  089          14.887     14.880
 95:  090  091  090          15.211     15.213
 96:  091  092  092          15.540     15.569
 97:  092  093  092          15.874     15.925
 98:  093  094  093          16.214     16.235
 99:  094  095  095          16.560     16.577
100:  095  096  095          16.911     16.904
